Account ID,AC,Active?,Preparer Duration
1002_ON-2100-211009-0000-13425-0000-ALL-ALL,211009,Yes,14
1002_ON-2100-211009-0000-13602-0000-ALL-ALL,211009,Yes,14
1002_ON-2100-211009-0000-13605-0000-ALL-ALL,211009,Yes,14
1002_ON-2100-211009-0000-14306-0000-ALL-ALL,211009,Yes,14
1002_ON-2100-211009-0000-14505-0000-ALL-ALL,211009,Yes,14
1002_ON-2100-211009-0000-14507-0000-ALL-ALL,211009,Yes,14
1002_ON-2100-211009-0000-14602-0000-ALL-ALL,211009,Yes,14
1002_ON-2100-211009-0000-14808-0000-ALL-ALL,211009,Yes,14
1002_ON-2100-211009-0000-15402-0000-ALL-ALL,211009,Yes,14
1002_ON-2100-211009-0000-15826-0000-ALL-ALL,211009,Yes,14
1002_ON-2100-211009-0000-80047-0000-ALL-ALL,211009,Yes,14
1002_ON-2100-211009-0000-80121-0000-ALL-ALL,211009,Yes,14
1002_ON-2100-211009-0000-80122-0000-ALL-ALL,211009,Yes,14
1002_ON-2100-211009-0000-80138-0000-ALL-ALL,211009,Yes,14
1002_ON-2100-211009-0000-80154-0000-ALL-ALL,211009,Yes,14
1002_ON-2100-211009-0000-80155-0000-ALL-ALL,211009,Yes,14
1002_ON-2100-211009-0000-80192-0000-ALL-ALL,211009,Yes,14
1002_ON-2100-211009-0000-80234-0000-ALL-ALL,211009,Yes,14
1002_ON-2100-211009-0000-80344-0000-ALL-ALL,211009,Yes,14
1002_ON-2100-211017-0000-11703-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-11710-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-11711-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-11717-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-11723-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-12104-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-12117-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-12208-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-12901-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-12905-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-13004-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-13406-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-14115-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-14204-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-14503-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-14505-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-14602-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-14614-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-15611-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-16016-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-16040-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-80004-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-80026-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-80121-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-80122-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-80154-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-80160-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-80234-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-80279-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211017-0000-80528-0000-ALL-ALL,211017,Yes,14
1002_ON-2100-211023-0000-11003-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-11004-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-11006-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-11007-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-11103-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-11105-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-11106-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-11205-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-11322-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-11408-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-11701-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-11703-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-11710-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-11711-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-11717-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-11723-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-11804-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-11806-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-11901-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-12006-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-12104-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-12106-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-12116-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-12117-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-12205-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-12208-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-12211-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-12311-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-12501-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-12506-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-12613-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-12901-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-12902-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-12904-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-12905-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-13003-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-13004-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-13203-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-13302-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-13406-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-13602-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-13605-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-13904-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-14001-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-14111-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-14115-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-14118-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-14204-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-14213-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-14306-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-14402-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-14503-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-14505-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-14507-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-14602-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-14614-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-14807-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-14808-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-14813-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-15002-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-15110-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-15201-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-15304-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-15305-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-15402-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-15408-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-15412-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-15419-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-15441-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-15443-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-15611-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-15826-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-16010-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-16014-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-16016-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-16031-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-16040-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80003-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80004-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80045-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80047-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80053-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80121-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80122-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80125-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80138-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80151-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80154-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80159-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80160-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80181-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80192-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80212-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80217-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80224-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80234-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80264-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80279-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80344-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80354-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80453-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-80614-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211023-0000-88004-0000-ALL-ALL,211023,Yes,14
1002_ON-2100-211034-0000-80155-0000-ALL-ALL,211034,Yes,14
1002_ON-2100-213004-0000-00000-0000-ALL-ALL,213004,Yes,14
1002_ON-2100-213004-0000-80528-0000-ALL-ALL,213004,Yes,14
1002_ON-2100-213004-8000-11205-0000-ALL-ALL,213004,Yes,14
1002_ON-2100-213004-8000-15305-0000-ALL-ALL,213004,Yes,14
1002_ON-2100-213004-8000-80192-0000-ALL-ALL,213004,Yes,14
1002_ON-2100-213005-0000-00000-0000-ALL-ALL,213005,Yes,14
1002_ON-2100-213005-8000-11205-0000-ALL-ALL,213005,Yes,14
1002_ON-2100-213005-8000-15305-0000-ALL-ALL,213005,Yes,14
1002_ON-2100-213005-8000-80192-0000-ALL-ALL,213005,Yes,14
1002_ON-2100-213079-0000-80528-0000-ALL-ALL,213079,Yes,14
1002_ON-2100-218006-0000-11703-0000-ALL-ALL,218006,Yes,14
1002_ON-2100-218006-0000-11710-0000-ALL-ALL,218006,Yes,14
1002_ON-2100-218006-0000-12208-0000-ALL-ALL,218006,Yes,14
1002_ON-2100-218006-0000-12905-0000-ALL-ALL,218006,Yes,14
1002_ON-2100-218006-0000-14503-0000-ALL-ALL,218006,Yes,14
1002_ON-2100-218006-0000-14807-0000-ALL-ALL,218006,Yes,14
1002_ON-2100-218006-0000-14813-0000-ALL-ALL,218006,Yes,14
1002_ON-2100-218006-0000-15611-0000-ALL-ALL,218006,Yes,14
1002_ON-2100-218006-0000-80159-0000-ALL-ALL,218006,Yes,14
1002_ON-2100-218006-0000-80160-0000-ALL-ALL,218006,Yes,14
1002_ON-2100-218014-0000-11703-0000-ALL-ALL,218014,Yes,14
1002_ON-2100-218014-0000-11710-0000-ALL-ALL,218014,Yes,14
1002_ON-2100-218014-0000-11711-0000-ALL-ALL,218014,Yes,14
1002_ON-2100-218014-0000-11723-0000-ALL-ALL,218014,Yes,14
1002_ON-2100-218014-0000-12104-0000-ALL-ALL,218014,Yes,14
1002_ON-2100-218014-0000-12117-0000-ALL-ALL,218014,Yes,14
1002_ON-2100-218014-0000-12208-0000-ALL-ALL,218014,Yes,14
1002_ON-2100-218014-0000-12901-0000-ALL-ALL,218014,Yes,14
1002_ON-2100-218014-0000-12905-0000-ALL-ALL,218014,Yes,14
1002_ON-2100-218014-0000-13004-0000-ALL-ALL,218014,Yes,14
1002_ON-2100-218014-0000-14503-0000-ALL-ALL,218014,Yes,14
1002_ON-2100-218014-0000-15611-0000-ALL-ALL,218014,Yes,14
1002_ON-2100-218014-0000-80155-0000-ALL-ALL,218014,Yes,14
1002_ON-2100-218014-0000-80159-0000-ALL-ALL,218014,Yes,14
1002_ON-2100-218014-0000-80160-0000-ALL-ALL,218014,Yes,14
1002_ON-2100-218017-0000-11006-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-11106-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-11408-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-12104-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-12117-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-12208-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-12501-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-12613-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-12901-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-13004-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-13904-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-14602-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-14614-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-15110-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-15201-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-15402-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-15408-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-15826-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-16010-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-16014-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-16016-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-16040-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-80004-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-80026-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-80125-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-80138-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-80160-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-80234-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218017-0000-80344-0000-ALL-ALL,218017,Yes,14
1002_ON-2100-218021-0000-12501-0000-ALL-ALL,218021,Yes,14
1002_ON-2100-218040-0000-15002-0000-ALL-ALL,218040,Yes,14
1002_ON-2100-218040-0000-80217-0000-ALL-ALL,218040,Yes,14
1002_ON-2100-218080-0000-11004-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-11007-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-11103-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-11105-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-11322-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-11408-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-11701-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-11703-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-11710-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-11711-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-11717-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-11723-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-12006-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-12106-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-12117-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-12205-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-12208-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-12613-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-12902-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-12904-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-12905-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-13003-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-13004-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-13203-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-13406-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-13602-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-13605-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-13904-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-14204-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-14213-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-14505-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-14507-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-14614-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-14807-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-14813-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-15002-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-15304-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-15305-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-15402-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-15408-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-15419-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-15611-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-16010-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-16016-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-16040-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-80003-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-80004-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-80053-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-80122-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-80138-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-80154-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-80160-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-80192-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-80212-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-80217-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-80234-0000-ALL-ALL,218080,No,14
1002_ON-2100-218080-0000-80344-0000-ALL-ALL,218080,No,14
1002_ON-2100-218097-0000-15408-0000-ALL-ALL,218097,Yes,14
1002_ON-2100-223001-0000-80122-0000-ALL-ALL,223001,Yes,14
1002_ON-2100-OTHER ACCOUNTS RECEIVABLE : SUPPLIER VOLUME REBATES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : SUPPLIER VOLUME REBATES,Yes,14
1002_ON-2100-OTHER CURRENT LIABILITIES : DEFERRED REVENUE-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : DEFERRED REVENUE,Yes,14
1002_ON-2120-111001-0000-11801-0000-ALL-ALL,111001,Yes,14
1002_ON-2120-111001-0000-12004-0000-ALL-ALL,111001,Yes,14
1002_ON-2120-111001-0000-13001-0000-ALL-ALL,111001,Yes,14
1002_ON-2120-111001-0000-13601-0000-ALL-ALL,111001,Yes,14
1002_ON-2120-111001-0000-14103-0000-ALL-ALL,111001,Yes,14
1002_ON-2120-111001-0000-14104-0000-ALL-ALL,111001,Yes,14
1002_ON-2120-111001-0000-14107-0000-ALL-ALL,111001,Yes,14
1002_ON-2120-111001-0000-14123-0000-ALL-ALL,111001,Yes,14
1002_ON-2120-111001-0000-14208-0000-ALL-ALL,111001,Yes,14
1002_ON-2120-111001-0000-14705-0000-ALL-ALL,111001,Yes,14
1002_ON-2120-111001-0000-15006-0000-ALL-ALL,111001,Yes,14
1002_ON-2120-111001-0000-80135-0000-ALL-ALL,111001,Yes,14
1002_ON-2120-111001-0000-80153-0000-ALL-ALL,111001,Yes,14
1002_ON-2120-112204-0000-14107-0000-ALL-ALL,112204,Yes,14
1002_ON-2120-113003-0000-12209-0000-ALL-ALL,113003,Yes,14
1002_ON-2120-113003-0000-14103-0000-ALL-ALL,113003,Yes,14
1002_ON-2120-113003-0000-14107-0000-ALL-ALL,113003,Yes,14
1002_ON-2120-113003-0000-14119-0000-ALL-ALL,113003,Yes,14
1002_ON-2120-113003-0000-15006-0000-ALL-ALL,113003,Yes,14
1002_ON-2120-113003-0000-15102-0000-ALL-ALL,113003,Yes,14
1002_ON-2120-113003-0000-15432-0000-ALL-ALL,113003,Yes,14
1002_ON-2120-113003-0000-15437-0000-ALL-ALL,113003,Yes,14
1002_ON-2120-113003-0000-15818-0000-ALL-ALL,113003,Yes,14
1002_ON-2120-113003-0000-16034-0000-ALL-ALL,113003,Yes,14
1002_ON-2120-113003-0000-16048-0000-ALL-ALL,113003,Yes,14
1002_ON-2120-113003-0000-80136-0000-ALL-ALL,113003,Yes,14
1002_ON-2120-113003-0000-80137-0000-ALL-ALL,113003,Yes,14
1002_ON-2120-113003-0000-80146-0000-ALL-ALL,113003,Yes,14
1002_ON-2120-113003-0000-80153-0000-ALL-ALL,113003,Yes,14
1002_ON-2120-113003-0000-80210-0000-ALL-ALL,113003,Yes,14
1002_ON-2120-113003-0000-80217-0000-ALL-ALL,113003,Yes,14
1002_ON-2120-113003-0000-80383-0000-ALL-ALL,113003,Yes,14
1002_ON-2120-113003-0000-80524-0000-ALL-ALL,113003,Yes,14
1002_ON-2120-113013-0000-12907-0000-ALL-ALL,113013,Yes,14
1002_ON-2120-113013-0000-15002-0000-ALL-ALL,113013,Yes,14
1002_ON-2120-113013-0000-80136-0000-ALL-ALL,113013,Yes,14
1002_ON-2120-113013-0000-80137-0000-ALL-ALL,113013,Yes,14
1002_ON-2120-115131-0000-12209-0000-ALL-ALL,115131,Yes,14
1002_ON-2120-115131-0000-14103-0000-ALL-ALL,115131,Yes,14
1002_ON-2120-115131-0000-14123-0000-ALL-ALL,115131,Yes,14
1002_ON-2120-115131-0000-14208-0000-ALL-ALL,115131,Yes,14
1002_ON-2120-115131-0000-14705-0000-ALL-ALL,115131,Yes,14
1002_ON-2120-115131-0000-15006-0000-ALL-ALL,115131,Yes,14
1002_ON-2120-115131-0000-16048-0000-ALL-ALL,115131,Yes,14
1002_ON-2120-115131-0000-80018-0000-ALL-ALL,115131,Yes,14
1002_ON-2120-115131-0000-80027-0000-ALL-ALL,115131,Yes,14
1002_ON-2120-115131-0000-80323-0000-ALL-ALL,115131,Yes,14
1002_ON-2120-117101-0000-12911-0000-ALL-ALL,117101,Yes,14
1002_ON-2120-117101-0000-13103-0000-ALL-ALL,117101,Yes,14
1002_ON-2120-117101-0000-14107-0000-ALL-ALL,117101,Yes,14
1002_ON-2120-117101-0000-14123-0000-ALL-ALL,117101,Yes,14
1002_ON-2120-117101-0000-15440-0000-ALL-ALL,117101,Yes,14
1002_ON-2120-117101-0000-15818-0000-ALL-ALL,117101,Yes,14
1002_ON-2120-117101-0000-80091-0000-ALL-ALL,117101,Yes,14
1002_ON-2120-117106-0000-13106-0000-ALL-ALL,117106,Yes,14
1002_ON-2120-117106-0000-80524-0000-ALL-ALL,117106,Yes,14
1002_ON-2120-117106-0000-80525-0000-ALL-ALL,117106,Yes,14
1002_ON-2120-117122-0000-11801-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-12004-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-12209-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-12217-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-12902-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-12907-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-12911-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-13001-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-13103-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-13106-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-13601-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-14003-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-14103-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-14104-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-14107-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-14119-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-14123-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-14208-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-14705-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-15006-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-15102-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-15413-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-15432-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-15437-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-15440-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-15818-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-16034-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-16048-0000-ALL-ALL,117122,Yes,14
1002_ON-2120-117122-0000-80015-0000-ALL-ALL,117122,Yes,14
